会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
K008_001a,858,I,IC02_鶴賀,横,ヨコ,横,名詞-普通名詞-一般,,,和,,ヨコ,横,ヨコ,ヨコ,295.457,296.830,295.457,296.830,0,B
K008_001a,859,I,IC02_鶴賀,に,ニ,に,助詞-格助詞,,,和,,ニ,に ,ニ,ニ,295.457,296.830,295.457,296.830,0,I
K008_001a,860,I,IC02_鶴賀,こう,コウ,こう,副詞,,,和,,コウ,こう,コー,コー,295.457,296.830,295.457,296.830,0,B
K008_001a,861,I,IC02_鶴賀,切っ,キル,切る,動詞-一般,五段-ラ行,連用形-促音便,和,,キル,切っ,キッ,キッ,295.457,296.830,295.457,296.830,0,B
K008_001a,862,I,IC02_鶴賀,ちゃお,チャウ,ちゃう,助動詞,五段-ワア行,意志推量形,和,,チャウ,ちゃお)。,チャオ,チャオ,295.457,296.830,295.457,296.830,0,I
K008_001a,863,B,IC03_久美,すごい,スゴイ,凄い,形容詞-一般,形容詞,終止形-一般,和,,スゴイ,すご:い。,スゴイ,スゴーイ,298.666,299.553,298.666,299.553,0,B
K008_001a,864,B,IC02_鶴賀,で,デ,で,接続詞,,,和,,デ,で ,デ,デ,299.755,302.827,299.755,300.66,0,B
K008_001a,865,I,IC02_鶴賀,あと,アト,後,名詞-普通名詞-一般,,,和,,アト,あと,アト,アト,299.755,302.827,299.755,300.66,0,B
K008_001a,866,I,IC02_鶴賀,は,ハ,は,助詞-係助詞,,,和,,ハ,は,ワ,ワ,299.755,302.827,299.755,300.66,0,I
K008_001a,867,I,IC02_鶴賀,さ,サ,さ,助詞-終助詞,,,和,,サ,さ:,サ,サー,299.755,302.827,299.755,300.66,0,I
K008_001a,868,I,IC02_鶴賀,ちょっと,チョット,一寸,副詞,,,和,,チョット,ちょっと ,チョット,チョット,299.755,302.827,302.292,302.827,0,B
K008_001a,869,I,IC02_鶴賀,もう,モウ,もう,副詞,,,和,,モウ,もう。,モー,モー,299.755,302.827,302.292,302.827,0,B
K008_001a,870,B,IC02_鶴賀,ちょっと,チョット,一寸,副詞,,,和,,チョット,ちょっと ,チョット,チョット,307.417,308.129,307.417,308.129,0,B
K008_001a,871,I,IC02_鶴賀,持っ,モツ,持つ,動詞-一般,五段-タ行,連用形-促音便,和,,モツ,持っ,モッ,モッ,307.417,308.129,307.417,308.129,0,B
K008_001a,872,I,IC02_鶴賀,て,テル,てる,助動詞,下一段-タ行,連用形-一般,和,,テル,て,テ,テ,307.417,308.129,307.417,308.129,0,I
K008_001a,873,I,IC02_鶴賀,て,テ,て,助詞-接続助詞,,,和,,テ,て。,テ,テ,307.417,308.129,307.417,308.129,0,I
K008_001a,874,B,IC02_鶴賀,こう,コウ,こう,副詞,,,和,,コウ,こう。,コー,コー,308.129,308.291,308.129,308.291,0,B
K008_001a,875,B,IC02_鶴賀,ソイ,,,形態論情報付与対象外,,,,,,(X ソイ)。,ソイ,ソイ,311.482,311.713,311.482,311.713,0,B
